"Cs2","cutoff.step","Power.min","SR.min","Method","Sample.Size","Power","GP","SR","GSR","CSP","NA","Sample.Size","Power","GP","SR","GSR","CSP","NA","Sample.Size","Power","GP","SR","GSR","CSP","NA","Sample.Size","Power","GP","SR","GSR","CSP"
0.95,1,0.8,0.6,"Dunnett",137,79.78,79.77,60.14,60.14,99.89, ,105,79.46,79.45,49.26,49.26,99.89, ,130,77.25,77.25,55.44,55.44,99.92, ,102,78.11,78.11,50.45,50.45,99.84
0.95,1,0.8,0.6,"BOP2-OC",136.71,80.6,72.36,66.25,63.29,76.64, ,104.76,80.51,72.51,61.08,59.09,76.8, ,129.65,79.64,71.62,67.92,64.85,76.64, ,101.71,79.69,71.83,61.89,59.91,76.8
0.95,1,0.8,0.6,"Dunnett",137,86.46,83.96,72.91,71.52,95.88, ,105,85.06,82.52,63.02,61.89,95.6, ,130,86.42,83.58,71.2,69.58,95.53, ,102,83.29,80.66,58.01,57.02,95.31
0.95,1,0.8,0.6,"BOP2-OC",136.75,87.48,71.52,72.08,58.56,81.7, ,104.81,87.69,71.82,73.41,59.8,81.96, ,129.7,85.95,70.16,74.17,60.34,81.7, ,101.77,86.53,70.91,73.46,60.06,81.96
0.95,1,0.8,0.6,"Dunnett",137,88.78,48.54,77.15,41.79,55.31, ,105,87.15,48.08,75.32,41.1,55.58, ,130,88.88,48.82,76.53,41.5,55.61, ,102,85.32,47.48,70.69,38.97,56.15
0.95,1,0.8,0.6,"BOP2-OC",136.75,87.42,71.31,64.56,52.12,81.72, ,104.81,87.54,71.78,61.57,50,81.94, ,129.7,86.26,70.56,68.08,55.23,81.72, ,101.76,86.28,70.75,62.78,51.16,81.94
0.95,1,0.8,0.6,"Dunnett",137,88.78,48.54,71.23,38.26,55.31, ,105,87.15,48.08,65.49,35.35,55.58, ,130,88.88,48.82,69.84,37.63,55.61, ,102,85.32,47.48,59.46,32.58,56.15
0.95,1,0.8,0.6,"BOP2-OC",136.93,89.3,69.48,75.23,56.94,79.18, ,104.94,89.24,69.31,76.08,57.69,79.09, ,129.91,88.13,68.41,77.37,58.87,79.18, ,101.93,88.09,68.32,76.2,57.76,79.09
0.95,1,0.8,0.6,"Dunnett",137,92.51,36.84,84.52,32.81,40.63, ,105,91.35,36.99,82.47,32.79,41.33, ,130,92.62,37.48,83.62,32.99,41.3, ,102,89.98,36.91,78.31,31.24,42.03
0.95,1,0.8,0.6,"BOP2-OC",134.86,82.92,65.62,69.12,53.39,75.31, ,103.43,83.3,66.46,70.31,55.07,76.2, ,127.39,80.88,64.66,70.7,55.6,75.31, ,100.08,81.2,65.55,69.72,55.34,76.2
0.95,1,0.8,0.6,"Dunnett",137,92.51,36.84,84.52,32.81,40.63, ,105,91.35,36.99,82.47,32.79,41.33, ,130,92.62,37.48,83.62,32.99,41.3, ,102,89.98,36.91,78.31,31.24,42.03
0.95,1,0.8,0.6,"BOP2-OC",125.01,9.92,9.92,4.71,4.71,79.56, ,98.65,9.46,9.46,5.17,5.17,84.42, ,119.94,9.6,9.6,4.78,4.78,91.02, ,94.21,9.83,9.83,5.12,5.12,90.72
0.95,1,0.8,0.6,"Dunnett",143,10.2,10.2,5.16,5.16,100, ,108,10.01,10.01,5.01,5.01,100, ,130,10.03,10.03,5.02,5.02,100, ,102,10,10,5.03,5.03,100
0.95,1,0.8,0.6,"BOP2-OC",122.05,9.12,9.13,4.29,4.29,76.19, ,98.22,8.51,8.51,4.56,4.56,83.7, ,118.94,9.29,9.29,4.35,4.35,90.12, ,93.94,8.84,8.84,4.32,4.32,90.4
0.95,1,0.8,0.6,"Dunnett",143,10.2,10.2,5.16,5.16,100, ,108,10.01,10.01,5.01,5.01,100, ,130,10.03,10.03,5.02,5.02,100, ,102,10,10,5.03,5.03,100
0.95,1,0.8,0.6,"BOP2-OC",121.41,8.46,5.57,3.98,2.6,49.49, ,97.83,8.1,5.46,4.36,2.9,55.46, ,118.96,9,5.96,4.3,2.92,60.46, ,93.22,9.32,5.96,4.78,3.12,60.7
0.95,1,0.8,0.6,"Dunnett",143,10.2,5.32,5.16,2.72,56.49, ,108,10.01,5.09,5.01,2.51,56.12, ,130,10.03,5.18,5.02,2.56,56.28, ,102,10,5.07,5.03,2.51,56.71
0.95,1,0.8,0.6,"BOP2-OC",73.42,1.23, ,1.23, ,0, ,67.47,1.8, ,1.74, ,0, ,73.55,2.44, ,2.37, ,0, ,59.37,2.46, ,2.39, ,0
0.95,1,0.8,0.6,"Dunnett",143,7.46,0,7.2,0,0, ,108,7.9,0,7.58,0,0, ,130,7.58,0,7.36,0,0, ,102,7.13,0,6.83,0,0
0.95,1,0.8,0.6,"BOP2-OC",142.98,92.47,92.48,80.16,80.17,99.98, ,107.99,92.02,92.02,80.55,80.55,99.98, ,129.99,89.33,89.33,79.16,79.16,99.99, ,101.98,89.59,89.58,78.55,78.55,99.98
0.95,1,0.8,0.6,"Dunnett",143,90.14,90.14,77.81,77.81,100, ,108,90.42,90.42,78.73,78.73,100, ,130,88.88,88.88,76.53,76.53,100, ,102,85.32,85.32,70.69,70.69,100
0.95,1,0.8,0.6,"BOP2-OC",142.58,89.7,89.7,75.28,75.28,99.52, ,107.94,89.08,89.08,75.54,75.54,99.89, ,129.92,87.52,87.52,76.18,76.18,99.93, ,101.94,87.42,87.42,75.04,75.04,99.93
0.95,1,0.8,0.6,"Dunnett",143,90.14,90.14,77.81,77.81,100, ,108,90.42,90.42,78.73,78.73,100, ,130,88.88,88.88,76.53,76.53,100, ,102,85.32,85.32,70.69,70.69,100
0.95,1,0.8,0.6,"BOP2-OC",138.78,77.38,77.17,59.11,59.11,87.38, ,106.83,78.11,77.96,53.92,53.92,89.86, ,128.13,74.22,74.01,59.8,59.8,85.95, ,100.63,73.88,73.69,52.61,52.61,85.74
0.95,1,0.8,0.6,"Dunnett",143,81.68,81.68,62.72,62.72,99.94, ,108,79.32,79.31,50.37,50.37,99.92, ,130,77.25,77.25,55.44,55.44,99.92, ,102,78.11,78.11,50.45,50.45,99.84
0.95,1,0.8,0.6,"BOP2-OC",141.74,81.77,73.66,67.57,64.59,77.68, ,107.79,82.19,74.88,62.46,60.45,79.35, ,129.65,79.64,71.62,67.92,64.85,76.64, ,101.71,79.69,71.83,61.89,59.91,76.8
0.95,1,0.8,0.6,"Dunnett",143,87.72,85.47,73.75,72.53,96.21, ,108,88.09,85.52,66.12,64.98,95.96, ,130,86.42,83.58,71.2,69.58,95.53, ,102,83.29,80.66,58.01,57.02,95.31
0.95,1,0.8,0.6,"BOP2-OC",141.97,87.21,74.28,72.11,61.05,83.96, ,107.83,87.16,74.61,72.74,61.86,85.54, ,129.7,85.95,70.16,74.17,60.34,81.7, ,101.77,86.53,70.91,73.46,60.06,81.96
0.95,1,0.8,0.6,"Dunnett",143,90.14,49.24,77.81,41.84,55, ,108,90.42,49.86,78.73,43.1,55.43, ,130,88.88,48.82,76.53,41.5,55.61, ,102,85.32,47.48,70.69,38.97,56.15
0.95,1,0.8,0.6,"BOP2-OC",141.97,87.45,74.54,64.61,54.54,83.97, ,107.83,87.27,74.67,61.69,52.3,85.55, ,129.7,86.26,70.56,68.08,55.23,81.72, ,101.76,86.28,70.75,62.78,51.16,81.94
0.95,1,0.8,0.6,"Dunnett",143,90.14,49.24,71.4,38.21,55, ,108,90.42,49.86,68.41,37.16,55.43, ,130,88.88,48.82,69.84,37.63,55.61, ,102,85.32,47.48,59.46,32.58,56.15
0.95,1,0.8,0.6,"BOP2-OC",142.63,90.01,72.62,76,59.87,81.47, ,107.93,88.82,72.14,76.3,60.7,82.49, ,129.91,88.13,68.41,77.37,58.87,79.18, ,101.93,88.09,68.32,76.2,57.76,79.09
0.95,1,0.8,0.6,"Dunnett",143,93.34,37,84.66,32.68,40.34, ,108,93.64,37.89,85.28,33.84,41.05, ,130,92.62,37.48,83.62,32.99,41.3, ,102,89.98,36.91,78.31,31.24,42.03
0.95,1,0.8,0.6,"BOP2-OC",136.18,78.33,66.92,64.96,54.48,75.7, ,106.3,82.06,68.86,69.3,57.2,79.17, ,127.39,80.88,64.66,70.7,55.6,75.31, ,100.08,81.2,65.55,69.72,55.34,76.2
0.95,1,0.8,0.6,"Dunnett",143,93.34,37,84.66,32.68,40.34, ,108,93.64,37.89,85.28,33.84,41.05, ,130,92.62,37.48,83.62,32.99,41.3, ,102,89.98,36.91,78.31,31.24,42.03
0.95,1,0.8,0.6,"BOP2-OC",125.01,9.89,9.89,4.71,4.71,79.56, ,98.65,9.44,9.43,5.17,5.17,84.42, ,119.94,9.6,9.6,4.78,4.78,91.02, ,94.21,9.83,9.83,5.12,5.12,90.72
0.95,1,0.8,0.6,"Dunnett",143,10.2,10.2,5.16,5.16,100, ,108,10.01,10.01,5.01,5.01,100, ,130,10.03,10.03,5.02,5.02,100, ,102,10,10,5.03,5.03,100
0.95,1,0.8,0.6,"BOP2-OC",122.05,9.09,9.09,4.29,4.29,76.19, ,98.22,8.46,8.46,4.55,4.55,83.7, ,118.94,9.29,9.29,4.35,4.35,90.12, ,93.94,8.84,8.84,4.32,4.32,90.4
0.95,1,0.8,0.6,"Dunnett",143,10.2,10.2,5.16,5.16,100, ,108,10.01,10.01,5.01,5.01,100, ,130,10.03,10.03,5.02,5.02,100, ,102,10,10,5.03,5.03,100
0.95,1,0.8,0.6,"BOP2-OC",121.41,8.42,5.54,3.98,2.6,49.49, ,97.83,8.03,5.42,4.35,2.9,55.46, ,118.96,9,5.96,4.3,2.92,60.46, ,93.22,9.32,5.96,4.78,3.12,60.7
0.95,1,0.8,0.6,"Dunnett",143,10.2,5.32,5.16,2.72,56.49, ,108,10.01,5.09,5.01,2.51,56.12, ,130,10.03,5.18,5.02,2.56,56.28, ,102,10,5.07,5.03,2.51,56.71
0.95,1,0.8,0.6,"BOP2-OC",73.42,0.99, ,0.99, ,0, ,67.47,1.38, ,1.33, ,0, ,73.55,2.44, ,2.37, ,0, ,59.37,2.46, ,2.39, ,0
0.95,1,0.8,0.6,"Dunnett",143,7.46,0,7.2,0,0, ,108,7.9,0,7.58,0,0, ,130,7.58,0,7.36,0,0, ,102,7.13,0,6.83,0,0
0.95,1,0.8,0.6,"BOP2-OC",142.98,92.47,92.48,80.16,80.17,99.98, ,107.99,92.02,92.02,80.55,80.55,99.98, ,129.99,89.33,89.33,79.16,79.16,99.99, ,101.98,89.59,89.58,78.55,78.55,99.98
0.95,1,0.8,0.6,"Dunnett",143,90.14,90.14,77.81,77.81,100, ,108,90.42,90.42,78.73,78.73,100, ,130,88.88,88.88,76.53,76.53,100, ,102,85.32,85.32,70.69,70.69,100
0.95,1,0.8,0.6,"BOP2-OC",142.58,89.66,89.66,75.24,75.24,99.52, ,107.94,89.03,89.03,75.5,75.5,99.89, ,129.92,87.52,87.52,76.18,76.18,99.93, ,101.94,87.42,87.42,75.04,75.04,99.93
0.95,1,0.8,0.6,"Dunnett",143,90.14,90.14,77.81,77.81,100, ,108,90.42,90.42,78.73,78.73,100, ,130,88.88,88.88,76.53,76.53,100, ,102,85.32,85.32,70.69,70.69,100
0.95,1,0.8,0.6,"BOP2-OC",138.78,77.29,77.09,59.05,59.05,87.38, ,106.83,78.06,77.92,53.89,53.88,89.86, ,128.13,74.22,74.01,59.8,59.8,85.95, ,100.63,73.88,73.69,52.61,52.61,85.74
0.95,1,0.8,0.6,"Dunnett",143,81.68,81.68,62.72,62.72,99.94, ,108,79.32,79.31,50.37,50.37,99.92, ,130,77.25,77.25,55.44,55.44,99.92, ,102,78.11,78.11,50.45,50.45,99.84
0.95,1,0.8,0.6,"BOP2-OC",141.74,81.74,73.62,67.53,64.56,77.68, ,107.79,82.14,74.83,62.42,60.41,79.35, ,129.65,79.64,71.62,67.92,64.85,76.64, ,101.71,79.69,71.83,61.89,59.91,76.8
0.95,1,0.8,0.6,"Dunnett",143,87.72,85.47,73.75,72.53,96.21, ,108,88.09,85.52,66.12,64.98,95.96, ,130,86.42,83.58,71.2,69.58,95.53, ,102,83.29,80.66,58.01,57.02,95.31
0.95,1,0.8,0.6,"BOP2-OC",141.97,86.61,74.28,71.62,61.05,83.96, ,107.83,86.61,74.61,72.25,61.86,85.54, ,129.7,85.95,70.16,74.17,60.34,81.7, ,101.77,86.53,70.91,73.46,60.06,81.96
0.95,1,0.8,0.6,"Dunnett",143,90.14,49.24,77.81,41.84,55, ,108,90.42,49.86,78.73,43.1,55.43, ,130,88.88,48.82,76.53,41.5,55.61, ,102,85.32,47.48,70.69,38.97,56.15
0.95,1,0.8,0.6,"BOP2-OC",141.97,86.82,74.54,64.12,54.54,83.97, ,107.83,86.71,74.66,61.24,52.3,85.55, ,129.7,86.26,70.56,68.08,55.23,81.72, ,101.76,86.28,70.75,62.78,51.16,81.94
0.95,1,0.8,0.6,"Dunnett",143,90.14,49.24,71.4,38.21,55, ,108,90.42,49.86,68.41,37.16,55.43, ,130,88.88,48.82,69.84,37.63,55.61, ,102,85.32,47.48,59.46,32.58,56.15
0.95,1,0.8,0.6,"BOP2-OC",142.63,89.74,72.62,75.74,59.87,81.47, ,107.93,88.62,72.14,76.11,60.7,82.49, ,129.91,88.13,68.41,77.37,58.87,79.18, ,101.93,88.09,68.32,76.2,57.76,79.09
0.95,1,0.8,0.6,"Dunnett",143,93.34,37,84.66,32.68,40.34, ,108,93.64,37.89,85.28,33.84,41.05, ,130,92.62,37.48,83.62,32.99,41.3, ,102,89.98,36.91,78.31,31.24,42.03
0.95,1,0.8,0.6,"BOP2-OC",136.18,75.66,66.45,62.51,54.11,75.7, ,106.3,79.4,68.45,66.86,56.85,79.17, ,127.39,80.88,64.66,70.7,55.6,75.31, ,100.08,81.2,65.55,69.72,55.34,76.2
0.95,1,0.8,0.6,"Dunnett",143,93.34,37,84.66,32.68,40.34, ,108,93.64,37.89,85.28,33.84,41.05, ,130,92.62,37.48,83.62,32.99,41.3, ,102,89.98,36.91,78.31,31.24,42.03
0.95,2,0.8,0.6,"BOP2-OC",125.01,9.92,9.92,4.71,4.71,79.56, ,93.98,9.62,9.62,5.24,5.24,71.97, ,101.18,9.49,9.49,4.8,4.8,73.18, ,82.37,9.4,9.4,4.7,4.7,72.5
0.95,2,0.8,0.6,"Dunnett",143,10.2,10.2,5.16,5.16,100, ,115,10.03,10.03,5.02,5.02,100, ,128,10.05,10.05,5.06,5.06,100, ,103,10.09,10.09,5.04,5.04,100
0.95,2,0.8,0.6,"BOP2-OC",122.05,9.13,9.13,4.29,4.29,76.19, ,92.54,8.47,8.47,4.32,4.32,70.06, ,98,8.77,8.77,4.32,4.32,70, ,80.31,8.3,8.3,4.06,4.06,69.75
0.95,2,0.8,0.6,"Dunnett",143,10.2,10.2,5.16,5.16,100, ,115,10.03,10.03,5.02,5.02,100, ,128,10.05,10.05,5.06,5.06,100, ,103,10.09,10.09,5.04,5.04,100
0.95,2,0.8,0.6,"BOP2-OC",121.41,8.46,5.57,3.98,2.6,49.49, ,92.44,8.39,5.34,4.4,2.82,44.2, ,97.12,8.63,5.54,4.31,2.78,44.56, ,79.79,9.12,5.7,4.4,2.78,44.68
0.95,2,0.8,0.6,"Dunnett",143,10.2,5.32,5.16,2.72,56.49, ,115,10.03,4.86,5.02,2.45,46.76, ,128,10.05,5.14,5.06,2.6,56.59, ,103,10.09,4.74,5.04,2.4,46.63
0.95,2,0.8,0.6,"BOP2-OC",73.42,1.66, ,1.64, ,0, ,56.86,2.05, ,1.96, ,0, ,42.43,1.32, ,1.28, ,0, ,38.6,1.1, ,1.05, ,0
0.95,2,0.8,0.6,"Dunnett",143,7.46,0,7.2,0,0, ,115,7.58,0,7.25,0,0, ,128,7.1,0,6.87,0,0, ,103,7.54,0,7.21,0,0
0.95,2,0.8,0.6,"BOP2-OC",142.98,92.47,92.48,80.16,80.17,99.98, ,114.95,93.73,93.73,77.65,77.65,99.94, ,127.99,90.52,90.52,80.16,80.16,99.99, ,102.98,90.71,90.71,78.28,78.28,99.98
0.95,2,0.8,0.6,"Dunnett",143,90.14,90.14,77.81,77.81,100, ,115,89.65,89.65,75.39,75.39,100, ,128,85.13,85.13,70.89,70.89,100, ,103,87.11,87.11,73.72,73.72,100
0.95,2,0.8,0.6,"BOP2-OC",142.58,89.72,89.72,75.3,75.3,99.52, ,114.7,91.36,91.36,73.34,73.34,99.61, ,127.59,88.41,88.41,76.24,76.24,99.59, ,102.78,88.1,88.1,73.56,73.56,99.7
0.95,2,0.8,0.6,"Dunnett",143,90.14,90.14,77.81,77.81,100, ,115,89.65,89.65,75.39,75.39,100, ,128,85.13,85.13,70.89,70.89,100, ,103,87.11,87.11,73.72,73.72,100
0.95,2,0.8,0.6,"BOP2-OC",138.78,77.4,77.2,59.13,59.13,87.38, ,111.25,80.05,79.86,49.66,49.66,88.11, ,123.16,78.5,78.33,62.35,62.35,90.33, ,99.42,78.45,78.27,53.59,53.58,90.46
0.95,2,0.8,0.6,"Dunnett",143,81.68,81.68,62.72,62.72,99.94, ,115,81.56,81.55,49,49,99.98, ,128,77.77,77.77,57.6,57.6,99.91, ,103,78.6,78.6,50.38,50.38,99.91
0.95,2,0.8,0.6,"BOP2-OC",141.74,81.8,73.68,67.59,64.61,77.68, ,113.95,82.86,74.39,57.91,56.24,77.11, ,126.68,82.93,76.1,71.03,68.42,81.28, ,102.11,82.91,75.89,62.62,60.92,81.06
0.95,2,0.8,0.6,"Dunnett",143,87.72,85.47,73.75,72.53,96.21, ,115,88,86.24,63.91,63.23,97.44, ,128,82.75,79.92,67.36,65.88,95.06, ,103,83.75,81.55,58.18,57.21,96.67
0.95,2,0.8,0.6,"BOP2-OC",141.97,87.76,74.28,72.59,61.05,83.96, ,114.25,90.48,75.14,71.23,58.69,82.16, ,126.97,86.46,75.37,73.18,63.52,86.5, ,102.35,86.37,75.31,71.11,61.78,86.7
0.95,2,0.8,0.6,"Dunnett",143,90.14,49.24,77.81,41.84,55, ,115,89.65,45.27,75.39,37.38,50.61, ,128,85.13,46.86,70.89,38.55,55.89, ,103,87.11,45.35,73.72,39.26,50.72
0.95,2,0.8,0.6,"BOP2-OC",141.97,87.91,74.54,64.98,54.54,83.97, ,114.25,90.03,74.55,58.03,47.75,82.19, ,126.97,86.6,75.48,66.92,57.81,86.51, ,102.33,86.53,75.59,60.18,52.24,86.75
0.95,2,0.8,0.6,"Dunnett",143,90.14,49.24,71.4,38.21,55, ,115,89.65,45.27,63.51,31.16,50.61, ,128,85.13,46.86,64.52,34.82,55.89, ,103,87.11,45.35,62.94,33.86,50.72
0.95,2,0.8,0.6,"BOP2-OC",142.63,90.16,72.62,76.12,59.87,81.47, ,114.66,92.12,73.1,74.68,57.52,79.86, ,127.72,88.4,73,76.35,61.79,83.6, ,102.79,88.13,73.44,74.07,60.47,84.25
0.95,2,0.8,0.6,"Dunnett",143,93.34,37,84.66,32.68,40.34, ,115,93.14,32.88,82.8,28.4,35.79, ,128,89.66,36.18,79.3,30.91,41.54, ,103,91.18,33.92,80.66,30.41,36.74
0.95,2,0.8,0.6,"BOP2-OC",136.18,81.67,67.11,68.02,54.65,75.7, ,111.17,85.34,68.7,68.5,53.8,75.56, ,119.7,78.91,66.98,67.51,56.54,77.36, ,96.98,78.68,67.18,64.83,54.42,78.06
0.95,2,0.8,0.6,"Dunnett",143,93.34,37,84.66,32.68,40.34, ,115,93.14,32.88,82.8,28.4,35.79, ,128,89.66,36.18,79.3,30.91,41.54, ,103,91.18,33.92,80.66,30.41,36.74
0.95,2,0.8,0.6,"BOP2-OC",117.66,9.54,9.54,5.15,5.15,65.83, ,89.73,9.92,9.92,5.12,5.12,57.96, ,101.18,9.49,9.49,4.8,4.8,73.18, ,82.37,9.4,9.4,4.7,4.7,72.5
0.95,2,0.8,0.6,"Dunnett",145,10.21,10.21,5.14,5.14,100, ,120,10.11,10.11,5.06,5.06,100, ,128,10.05,10.05,5.06,5.06,100, ,103,10.09,10.09,5.04,5.04,100
0.95,2,0.8,0.6,"BOP2-OC",115.86,8.82,8.82,4.6,4.6,63.58, ,86.53,8.53,8.53,4.08,4.08,53.51, ,98,8.77,8.77,4.32,4.32,70, ,80.31,8.3,8.3,4.06,4.06,69.75
0.95,2,0.8,0.6,"Dunnett",145,10.21,10.21,5.14,5.14,100, ,120,10.11,10.11,5.06,5.06,100, ,128,10.05,10.05,5.06,5.06,100, ,103,10.09,10.09,5.04,5.04,100
0.95,2,0.8,0.6,"BOP2-OC",115.84,8.69,5.34,4.52,2.73,39.23, ,86.21,8.3,5.2,4.27,2.63,33.54, ,97.12,8.63,5.54,4.31,2.78,44.56, ,79.79,9.12,5.7,4.4,2.78,44.68
0.95,2,0.8,0.6,"Dunnett",145,10.21,5.39,5.14,2.7,56.24, ,120,10.11,5.12,5.06,2.46,55.95, ,128,10.05,5.14,5.06,2.6,56.59, ,103,10.09,4.74,5.04,2.4,46.63
0.95,2,0.8,0.6,"BOP2-OC",77.12,1.19, ,1.18, ,0, ,53.8,0.79, ,0.75, ,0, ,42.43,1.32, ,1.28, ,0, ,38.6,1.1, ,1.05, ,0
0.95,2,0.8,0.6,"Dunnett",145,7.76,0,7.58,0,0, ,120,7.4,0,7.08,0,0, ,128,7.1,0,6.87,0,0, ,103,7.54,0,7.21,0,0
0.95,2,0.8,0.6,"BOP2-OC",144.97,92.66,92.67,80.84,80.84,99.96, ,119.9,94.69,94.69,79.82,79.82,99.86, ,127.99,90.52,90.52,80.16,80.16,99.99, ,102.98,90.71,90.71,78.28,78.28,99.98
0.95,2,0.8,0.6,"Dunnett",145,90.53,90.53,79.86,79.86,100, ,120,89.09,89.09,74.78,74.78,100, ,128,85.13,85.13,70.89,70.89,100, ,103,87.11,87.11,73.72,73.72,100
0.95,2,0.8,0.6,"BOP2-OC",144.8,90.79,90.79,76.48,76.48,99.74, ,119.08,91.81,91.81,74.74,74.74,98.72, ,127.59,88.41,88.41,76.24,76.24,99.59, ,102.78,88.1,88.1,73.56,73.56,99.7
0.95,2,0.8,0.6,"Dunnett",145,90.53,90.53,79.86,79.86,100, ,120,89.09,89.09,74.78,74.78,100, ,128,85.13,85.13,70.89,70.89,100, ,103,87.11,87.11,73.72,73.72,100
0.95,2,0.8,0.6,"BOP2-OC",141.35,80.52,80.38,61.51,61.51,90.98, ,112.99,79.45,79.29,50.19,50.19,86.4, ,123.16,78.5,78.33,62.35,62.35,90.33, ,99.42,78.45,78.27,53.59,53.58,90.46
0.95,2,0.8,0.6,"Dunnett",145,82.1,82.1,60.52,60.52,99.96, ,120,83.25,83.25,51.65,51.65,99.94, ,128,77.77,77.77,57.6,57.6,99.91, ,103,78.6,78.6,50.38,50.38,99.91
0.95,2,0.8,0.6,"BOP2-OC",144.06,84.44,77.38,70.22,67.84,81.41, ,117.38,83.28,74.96,59.5,58.06,77.55, ,126.68,82.93,76.1,71.03,68.42,81.28, ,102.11,82.91,75.89,62.62,60.92,81.06
0.95,2,0.8,0.6,"Dunnett",145,89.78,87.63,75.92,74.68,96.62, ,120,88.56,86.47,62.29,61.47,96.77, ,128,82.75,79.92,67.36,65.88,95.06, ,103,83.75,81.55,58.18,57.21,96.67
0.95,2,0.8,0.6,"BOP2-OC",144.3,88.02,76,72.88,62.45,85.71, ,118.07,89.17,76.84,71.09,60.88,83.6, ,126.97,86.46,75.37,73.18,63.52,86.5, ,102.35,86.37,75.31,71.11,61.78,86.7
0.95,2,0.8,0.6,"Dunnett",145,90.53,49.3,79.86,42.82,54.75, ,120,89.09,48.94,74.78,40.65,55.42, ,128,85.13,46.86,70.89,38.55,55.89, ,103,87.11,45.35,73.72,39.26,50.72
0.95,2,0.8,0.6,"BOP2-OC",144.3,88.2,76.2,65.5,56.2,85.69, ,118.07,88.94,76.69,57.44,49.34,83.62, ,126.97,86.6,75.48,66.92,57.81,86.51, ,102.33,86.53,75.59,60.18,52.24,86.75
0.95,2,0.8,0.6,"Dunnett",145,90.53,49.3,73.4,39.16,54.75, ,120,89.09,48.94,62.78,34.01,55.42, ,128,85.13,46.86,64.52,34.82,55.89, ,103,87.11,45.35,62.94,33.86,50.72
0.95,2,0.8,0.6,"BOP2-OC",144.7,90.09,73.94,76.08,61.05,82.86, ,119.16,92.25,75.2,75.68,60.1,81.28, ,127.72,88.4,73,76.35,61.79,83.6, ,102.79,88.13,73.44,74.07,60.47,84.25
0.95,2,0.8,0.6,"Dunnett",145,93.46,36.86,86.11,33.05,40.06, ,120,93.05,36.05,82.95,31.32,39.48, ,128,89.66,36.18,79.3,30.91,41.54, ,103,91.18,33.92,80.66,30.41,36.74
0.95,2,0.8,0.6,"BOP2-OC",140.29,80.27,68.75,66.77,56.3,78.23, ,110.49,76.53,66.53,61.66,52.69,72.66, ,119.7,78.91,66.98,67.51,56.54,77.36, ,96.98,78.68,67.18,64.83,54.42,78.06
0.95,2,0.8,0.6,"Dunnett",145,93.46,36.86,86.11,33.05,40.06, ,120,93.05,36.05,82.95,31.32,39.48, ,128,89.66,36.18,79.3,30.91,41.54, ,103,91.18,33.92,80.66,30.41,36.74
0.95,2,0.8,0.6,"BOP2-OC",117.66,9.54,9.54,5.15,5.15,65.83, ,87.46,9.5,9.5,5.1,5.1,63.52, ,101.18,9.49,9.49,4.8,4.8,73.18, ,82.37,9.4,9.4,4.7,4.7,72.5
0.95,2,0.8,0.6,"Dunnett",145,10.21,10.21,5.14,5.14,100, ,117,10.05,10.05,5.07,5.07,100, ,128,10.05,10.05,5.06,5.06,100, ,103,10.09,10.09,5.04,5.04,100
0.95,2,0.8,0.6,"BOP2-OC",115.86,8.82,8.82,4.6,4.6,63.58, ,83.24,8.46,8.46,4.36,4.37,58.33, ,98,8.77,8.77,4.32,4.32,70, ,80.31,8.3,8.3,4.06,4.06,69.75
0.95,2,0.8,0.6,"Dunnett",145,10.21,10.21,5.14,5.14,100, ,117,10.05,10.05,5.07,5.07,100, ,128,10.05,10.05,5.06,5.06,100, ,103,10.09,10.09,5.04,5.04,100
0.95,2,0.8,0.6,"BOP2-OC",115.84,8.7,5.34,4.52,2.73,39.23, ,83.47,8.82,5.5,4.5,2.74,36.83, ,97.12,8.63,5.54,4.31,2.78,44.56, ,79.79,9.12,5.7,4.4,2.78,44.68
0.95,2,0.8,0.6,"Dunnett",145,10.21,5.39,5.14,2.7,56.24, ,117,10.05,5.24,5.07,2.53,56.18, ,128,10.05,5.14,5.06,2.6,56.59, ,103,10.09,4.74,5.04,2.4,46.63
0.95,2,0.8,0.6,"BOP2-OC",77.12,1.39, ,1.38, ,0, ,46.04,1.14, ,1.12, ,0, ,42.43,1.32, ,1.28, ,0, ,38.6,1.1, ,1.05, ,0
0.95,2,0.8,0.6,"Dunnett",145,7.76,0,7.58,0,0, ,117,7.61,0,7.31,0,0, ,128,7.1,0,6.87,0,0, ,103,7.54,0,7.21,0,0
0.95,2,0.8,0.6,"BOP2-OC",144.97,92.66,92.67,80.84,80.84,99.96, ,116.75,93.96,93.96,78.36,78.36,99.69, ,127.99,90.52,90.52,80.16,80.16,99.99, ,102.98,90.71,90.71,78.28,78.28,99.98
0.95,2,0.8,0.6,"Dunnett",145,90.53,90.53,79.86,79.86,100, ,117,91.26,91.26,75.07,75.07,100, ,128,85.13,85.13,70.89,70.89,100, ,103,87.11,87.11,73.72,73.72,100
0.95,2,0.8,0.6,"BOP2-OC",144.8,90.79,90.79,76.49,76.49,99.74, ,115.56,91.16,91.16,73.86,73.86,98.22, ,127.59,88.41,88.41,76.24,76.24,99.59, ,102.78,88.1,88.1,73.56,73.56,99.7
0.95,2,0.8,0.6,"Dunnett",145,90.53,90.53,79.86,79.86,100, ,117,91.26,91.26,75.07,75.07,100, ,128,85.13,85.13,70.89,70.89,100, ,103,87.11,87.11,73.72,73.72,100
